algorithm,num_procs,dtype,message_size_bytes,time_stat,time_seconds,algbw_GBps,busbw_GBps,num_reps
mpi-ring,5,float,512,stddev,2.93288e-06,0.174573,0.279316,1000
mpi-ring,5,float,1024,min,1.776e-06,0.576577,0.922523,1000
mpi-ring,5,float,1024,mean,2.49171e-06,0.410963,0.65754,1000
mpi-ring,5,float,1024,median,2.2575e-06,0.453599,0.725759,1000
mpi-ring,5,float,1024,max,3.6575e-05,0.0279973,0.0447956,1000
mpi-ring,5,float,1024,stddev,1.92439e-06,0.532117,0.851388,1000
mpi-ring,5,float,2048,min,2.82e-06,0.726241,1.16199,1000
mpi-ring,5,float,2048,mean,3.67918e-06,0.556645,0.890632,1000
mpi-ring,5,float,2048,median,3.1565e-06,0.64882,1.03811,1000
mpi-ring,5,float,2048,max,7.9822e-05,0.0256571,0.0410513,1000
mpi-ring,5,float,2048,stddev,4.39169e-06,0.466336,0.746137,1000
mpi-ring,5,float,4096,min,3.168e-06,1.29293,2.06869,1000
mpi-ring,5,float,4096,mean,4.14617e-06,0.987899,1.58064,1000
mpi-ring,5,float,4096,median,3.341e-06,1.22598,1.96157,1000
mpi-ring,5,float,4096,max,0.000144215,0.028402,0.0454433,1000
mpi-ring,5,float,4096,stddev,7.61348e-06,0.537993,0.860789,1000
mpi-ring,5,float,8192,min,4.153e-06,1.97255,3.15608,1000
mpi-ring,5,float,8192,mean,5.17897e-06,1.58178,2.53085,1000
mpi-ring,5,float,8192,median,4.4275e-06,1.85025,2.96041,1000
mpi-ring,5,float,8192,max,8.5773e-05,0.0955079,0.152813,1000
mpi-ring,5,float,8192,stddev,4.91965e-06,1.66516,2.66425,1000
mpi-ring,5,float,16384,min,6.202e-06,2.64173,4.22677,1000
mpi-ring,5,float,16384,mean,7.27669e-06,2.25157,3.60252,1000
mpi-ring,5,float,16384,median,6.494e-06,2.52294,4.03671,1000
mpi-ring,5,float,16384,max,0.000123672,0.132479,0.211967,1000
mpi-ring,5,float,16384,stddev,6.69327e-06,2.44783,3.91653,1000
mpi-ring,5,float,32768,min,1.3918e-05,2.35436,3.76698,1000
mpi-ring,5,float,32768,mean,1.89758e-05,1.72683,2.76294,1000
mpi-ring,5,float,32768,median,1.63325e-05,2.00631,3.21009,1000
mpi-ring,5,float,32768,max,0.000390176,0.0839826,0.134372,1000
mpi-ring,5,float,32768,stddev,1.59396e-05,2.05576,3.28921,1000
mpi-ring,5,float,65536,min,1.7509e-05,3.74299,5.98878,1000
mpi-ring,5,float,65536,mean,2.21056e-05,2.96468,4.74348,1000
mpi-ring,5,float,65536,median,1.8614e-05,3.52079,5.63327,1000
mpi-ring,5,float,65536,max,0.00018545,0.353389,0.565422,1000
mpi-ring,5,float,65536,stddev,1.10377e-05,5.93746,9.49993,1000
mpi-ring,5,float,131072,min,2.362e-05,5.5492,8.87871,1000
mpi-ring,5,float,131072,mean,3.30946e-05,3.96052,6.33684,1000
mpi-ring,5,float,131072,median,2.87615e-05,4.5572,7.29153,1000
mpi-ring,5,float,131072,max,0.000244341,0.536431,0.858289,1000
mpi-ring,5,float,131072,stddev,1.77647e-05,7.37822,11.8051,1000
mpi-ring,5,float,262144,min,3.5616e-05,7.36029,11.7765,1000
mpi-ring,5,float,262144,mean,5.4086e-05,4.8468,7.75489,1000
mpi-ring,5,float,262144,median,4.7605e-05,5.50665,8.81064,1000
mpi-ring,5,float,262144,max,0.000421379,0.62211,0.995376,1000
mpi-ring,5,float,262144,stddev,2.11563e-05,12.3908,19.8253,1000
mpi-ring,5,float,524288,min,5.9235e-05,8.85098,14.1616,1000
mpi-ring,5,float,524288,mean,8.3799e-05,6.2565,10.0104,1000
mpi-ring,5,float,524288,median,7.74465e-05,6.76968,10.8315,1000
mpi-ring,5,float,524288,max,0.000634986,0.825669,1.32107,1000
mpi-ring,5,float,524288,stddev,3.11232e-05,16.8456,26.9529,1000
mpi-ring,5,float,1048576,min,0.000117599,8.91654,14.2665,1000
mpi-ring,5,float,1048576,mean,0.000185492,5.65293,9.0447,1000
mpi-ring,5,float,1048576,median,0.000155277,6.75294,10.8047,1000
mpi-ring,5,float,1048576,max,0.00647442,0.161957,0.259131,1000
mpi-ring,5,float,1048576,stddev,0.000207613,5.05062,8.081,1000
mpi-ring,5,float,2097152,min,0.000268386,7.81394,12.5023,832
mpi-ring,5,float,2097152,mean,0.000360744,5.8134,9.30145,832
mpi-ring,5,float,2097152,median,0.000336532,6.23165,9.97064,832
mpi-ring,5,float,2097152,max,0.000887601,2.36272,3.78035,832
mpi-ring,5,float,2097152,stddev,8.56231e-05,24.4928,39.1885,832
mpi-ring,5,float,4194304,min,0.000666949,6.28879,10.0621,302
mpi-ring,5,float,4194304,mean,0.000993559,4.2215,6.75439,302
mpi-ring,5,float,4194304,median,0.00094338,4.44604,7.11366,302
mpi-ring,5,float,4194304,max,0.00183229,2.2891,3.66256,302
mpi-ring,5,float,4194304,stddev,0.000241407,17.3744,27.799,302
mpi-ring,5,float,8388608,min,0.00286308,2.92993,4.68789,87
mpi-ring,5,float,8388608,mean,0.00345809,2.42579,3.88127,87
mpi-ring,5,float,8388608,median,0.00342837,2.44682,3.91491,87
mpi-ring,5,float,8388608,max,0.00434535,1.93048,3.08877,87
mpi-ring,5,float,8388608,stddev,0.000329148,25.4858,40.7773,87
mpi-ring,5,float,16777216,min,0.007586,2.2116,3.53856,36
mpi-ring,5,float,16777216,mean,0.00855683,1.96068,3.13709,36
mpi-ring,5,float,16777216,median,0.00833022,2.01402,3.22243,36
mpi-ring,5,float,16777216,max,0.00993722,1.68832,2.70131,36
mpi-ring,5,float,16777216,stddev,0.000645809,25.9786,41.5658,36
mpi-ring,5,float,33554432,min,0.0170222,1.97121,3.15394,17
mpi-ring,5,float,33554432,mean,0.0180919,1.85466,2.96746,17
mpi-ring,5,float,33554432,median,0.0177982,1.88527,3.01644,17
mpi-ring,5,float,33554432,max,0.0207453,1.61744,2.58791,17
mpi-ring,5,float,33554432,stddev,0.000905505,37.0561,59.2897,17
mpi-ring,5,float,67108864,min,0.0344014,1.95076,3.12122,9
mpi-ring,5,float,67108864,mean,0.0364374,1.84176,2.94681,9
mpi-ring,5,float,67108864,median,0.0364572,1.84076,2.94521,9
mpi-ring,5,float,67108864,max,0.0395151,1.69831,2.71729,9
mpi-ring,5,float,67108864,stddev,0.00151146,44.4002,71.0402,9
mpi-ring,5,float,134217728,min,0.0762646,1.7599,2.81583,4
mpi-ring,5,float,134217728,mean,0.0785275,1.70918,2.73469,4
mpi-ring,5,float,134217728,median,0.0788326,1.70257,2.72411,4
mpi-ring,5,float,134217728,max,0.0801804,1.67395,2.67831,4
mpi-ring,5,float,134217728,stddev,0.00190723,70.3732,112.597,4
ring,6,float,8,min,1.565e-06,0.00511182,0.0085197,1000
ring,6,float,8,mean,2.07427e-06,0.00385679,0.00642798,1000
ring,6,float,8,median,1.8675e-06,0.0042838,0.00713967,1000
ring,6,float,8,max,5.3577e-05,0.000149318,0.000248863,1000
ring,6,float,8,stddev,2.44268e-06,0.00327509,0.00545849,1000
mpi-default,6,float,8,min,5.65e-07,0.0141593,0.0235988,1000
mpi-default,6,float,8,mean,1.04054e-06,0.00768831,0.0128138,1000
mpi-default,6,float,8,median,7.4e-07,0.0108108,0.018018,1000
mpi-default,6,float,8,max,9.2923e-05,8.60928e-05,0.000143488,1000
mpi-default,6,float,8,stddev,3.67093e-06,0.00217928,0.00363214,1000
ring,6,float,16,min,1.724e-06,0.00928074,0.0154679,1000
ring,6,float,16,mean,2.92294e-06,0.00547394,0.00912323,1000
ring,6,float,16,median,2.0895e-06,0.00765733,0.0127622,1000
ring,6,float,16,max,0.00016045,9.97195e-05,0.000166199,1000
ring,6,float,16,stddev,7.81567e-06,0.00204717,0.00341195,1000
mpi-default,6,float,16,min,6.92e-07,0.0231214,0.0385356,1000
mpi-default,6,float,16,mean,1.31266e-06,0.012189,0.020315,1000
mpi-default,6,float,16,median,9.01e-07,0.017758,0.0295967,1000
mpi-default,6,float,16,max,0.000124377,0.000128641,0.000214402,1000
mpi-default,6,float,16,stddev,5.83397e-06,0.00274256,0.00457093,1000
ring,6,float,32,min,1.753e-06,0.0182544,0.030424,1000
ring,6,float,32,mean,2.44671e-06,0.0130788,0.021798,1000
ring,6,float,32,median,2.1e-06,0.0152381,0.0253968,1000
ring,6,float,32,max,0.000107072,0.000298864,0.000498107,1000
ring,6,float,32,stddev,3.95089e-06,0.00809944,0.0134991,1000
mpi-default,6,float,32,min,7.02e-07,0.045584,0.0759734,1000
mpi-default,6,float,32,mean,1.03572e-06,0.0308965,0.0514941,1000
mpi-default,6,float,32,median,9.175e-07,0.0348774,0.058129,1000
mpi-default,6,float,32,max,3.4223e-05,0.000935044,0.00155841,1000
mpi-default,6,float,32,stddev,1.3147e-06,0.0243402,0.040567,1000
ring,6,float,64,min,1.951e-06,0.0328037,0.0546728,1000
ring,6,float,64,mean,2.6986e-06,0.023716,0.0395266,1000
ring,6,float,64,median,2.29e-06,0.0279476,0.0465793,1000
ring,6,float,64,max,0.000135712,0.000471587,0.000785978,1000
ring,6,float,64,stddev,4.84706e-06,0.0132039,0.0220065,1000
mpi-default,6,float,64,min,6.39e-07,0.100156,0.166927,1000
mpi-default,6,float,64,mean,1.6881e-06,0.0379124,0.0631873,1000
mpi-default,6,float,64,median,8.68e-07,0.0737327,0.122888,1000
mpi-default,6,float,64,max,0.000406349,0.0001575,0.0002625,1000
mpi-default,6,float,64,stddev,1.49424e-05,0.00428313,0.00713854,1000
ring,6,float,128,min,2.173e-06,0.0589047,0.0981746,1000
ring,6,float,128,mean,3.06349e-06,0.0417824,0.0696373,1000
ring,6,float,128,median,2.5265e-06,0.050663,0.0844383,1000
ring,6,float,128,max,0.000108167,0.00118336,0.00197226,1000
ring,6,float,128,stddev,4.60915e-06,0.0277709,0.0462848,1000
mpi-default,6,float,128,min,8.02e-07,0.159601,0.266002,1000
mpi-default,6,float,128,mean,1.18741e-06,0.107797,0.179662,1000
mpi-default,6,float,128,median,9.875e-07,0.12962,0.216034,1000
mpi-default,6,float,128,max,5.4906e-05,0.00233126,0.00388543,1000
mpi-default,6,float,128,stddev,2.28136e-06,0.0561069,0.0935114,1000
ring,6,float,256,min,2.095e-06,0.122196,0.20366,1000
ring,6,float,256,mean,2.96021e-06,0.0864802,0.144134,1000
ring,6,float,256,median,2.4685e-06,0.103707,0.172845,1000
ring,6,float,256,max,0.000115829,0.00221015,0.00368359,1000
ring,6,float,256,stddev,4.47784e-06,0.0571704,0.095284,1000
mpi-default,6,float,256,min,8.79e-07,0.29124,0.4854,1000
mpi-default,6,float,256,mean,1.33384e-06,0.191927,0.319879,1000
mpi-default,6,float,256,median,1.031e-06,0.248303,0.413838,1000
mpi-default,6,float,256,max,7.3246e-05,0.00349507,0.00582512,1000
mpi-default,6,float,256,stddev,3.38309e-06,0.0756704,0.126117,1000
ring,6,float,512,min,2.082e-06,0.245917,0.409862,1000
ring,6,float,512,mean,3.10525e-06,0.164882,0.274803,1000
ring,6,float,512,median,2.5275e-06,0.202572,0.33762,1000
ring,6,float,512,max,0.000107594,0.00475863,0.00793105,1000
ring,6,float,512,stddev,5.12222e-06,0.0999566,0.166594,1000
mpi-default,6,float,512,min,1.312e-06,0.390244,0.650407,1000
mpi-default,6,float,512,mean,2.06021e-06,0.248518,0.414197,1000
mpi-default,6,float,512,median,1.602e-06,0.3196,0.532667,1000
mpi-default,6,float,512,max,9.3024e-05,0.00550396,0.00917326,1000
mpi-default,6,float,512,stddev,4.45355e-06,0.114964,0.191607,1000
ring,6,float,1024,min,2.348e-06,0.436116,0.72686,1000
ring,6,float,1024,mean,3.81696e-06,0.268276,0.447127,1000
ring,6,float,1024,median,2.739e-06,0.373859,0.623098,1000
ring,6,float,1024,max,0.000134032,0.00763997,0.0127333,1000
ring,6,float,1024,stddev,8.405e-06,0.121832,0.203054,1000
mpi-default,6,float,1024,min,1.597e-06,0.641202,1.06867,1000
mpi-default,6,float,1024,mean,2.65153e-06,0.386191,0.643652,1000
mpi-default,6,float,1024,median,1.846e-06,0.554713,0.924521,1000
mpi-default,6,float,1024,max,0.000194337,0.0052692,0.008782,1000
mpi-default,6,float,1024,stddev,7.45709e-06,0.137319,0.228865,1000
ring,6,float,2048,min,3.699e-06,0.553663,0.922772,1000
ring,6,float,2048,mean,5.30162e-06,0.386297,0.643828,1000
ring,6,float,2048,median,4.008e-06,0.510978,0.85163,1000
ring,6,float,2048,max,0.000149797,0.0136718,0.0227864,1000
ring,6,float,2048,stddev,9.02423e-06,0.226944,0.378241,1000
mpi-default,6,float,2048,min,2.202e-06,0.930064,1.55011,1000
mpi-default,6,float,2048,mean,2.84531e-06,0.719781,1.19963,1000
mpi-default,6,float,2048,median,2.458e-06,0.833198,1.38866,1000
mpi-default,6,float,2048,max,4.8879e-05,0.0418994,0.0698323,1000
mpi-default,6,float,2048,stddev,2.60447e-06,0.78634,1.31057,1000
ring,6,float,4096,min,3.8e-06,1.07789,1.79649,1000
ring,6,float,4096,mean,4.86589e-06,0.841779,1.40296,1000
ring,6,float,4096,median,4.156e-06,0.985563,1.64261,1000
ring,6,float,4096,max,0.000148115,0.0276542,0.0460903,1000
ring,6,float,4096,stddev,5.95378e-06,0.687967,1.14661,1000
mpi-default,6,float,4096,min,6.942e-06,0.590032,0.983386,1000
mpi-default,6,float,4096,mean,8.99359e-06,0.455436,0.759059,1000
mpi-default,6,float,4096,median,7.6205e-06,0.537498,0.895829,1000
mpi-default,6,float,4096,max,0.000124027,0.0330251,0.0550418,1000
mpi-default,6,float,4096,stddev,6.28527e-06,0.651682,1.08614,1000
ring,6,float,8192,min,5.014e-06,1.63383,2.72304,1000
ring,6,float,8192,mean,6.16492e-06,1.32881,2.21468,1000
ring,6,float,8192,median,5.5525e-06,1.47537,2.45895,1000
ring,6,float,8192,max,0.000114008,0.0718546,0.119758,1000
ring,6,float,8192,stddev,4.55231e-06,1.79952,2.99921,1000
mpi-default,6,float,8192,min,8.368e-06,0.978967,1.63161,1000
mpi-default,6,float,8192,mean,1.10554e-05,0.740997,1.23499,1000
mpi-default,6,float,8192,median,9.195e-06,0.890919,1.48486,1000
mpi-default,6,float,8192,max,0.000257205,0.0318501,0.0530835,1000
mpi-default,6,float,8192,stddev,1.1214e-05,0.730516,1.21753,1000
ring,6,float,16384,min,6.902e-06,2.3738,3.95634,1000
ring,6,float,16384,mean,8.6407e-06,1.89614,3.16024,1000
ring,6,float,16384,median,7.428e-06,2.20571,3.67618,1000
ring,6,float,16384,max,0.000113009,0.14498,0.241633,1000
ring,6,float,16384,stddev,7.10723e-06,2.30526,3.8421,1000
mpi-default,6,float,16384,min,1.3078e-05,1.25279,2.08798,1000
mpi-default,6,float,16384,mean,1.69866e-05,0.964523,1.60754,1000
mpi-default,6,float,16384,median,1.4272e-05,1.14798,1.9133,1000
mpi-default,6,float,16384,max,0.000362261,0.0452271,0.0753784,1000
mpi-default,6,float,16384,stddev,1.45933e-05,1.12271,1.87118,1000
ring,6,float,32768,min,1.68e-05,1.95048,3.25079,1000
ring,6,float,32768,mean,2.17223e-05,1.5085,2.51416,1000
ring,6,float,32768,median,1.8066e-05,1.81379,3.02299,1000
ring,6,float,32768,max,0.000224243,0.146127,0.243545,1000
ring,6,float,32768,stddev,1.47371e-05,2.2235,3.70584,1000
mpi-default,6,float,32768,min,1.881e-05,1.74205,2.90342,1000
mpi-default,6,float,32768,mean,2.39588e-05,1.36768,2.27946,1000
mpi-default,6,float,32768,median,2.07115e-05,1.58212,2.63686,1000
mpi-default,6,float,32768,max,0.000444448,0.0737274,0.122879,1000
mpi-default,6,float,32768,stddev,1.65521e-05,1.97968,3.29947,1000
ring,6,float,65536,min,2.0989e-05,3.1224,5.204,1000
ring,6,float,65536,mean,2.61198e-05,2.50906,4.18176,1000
ring,6,float,65536,median,2.2418e-05,2.92337,4.87228,1000
ring,6,float,65536,max,0.000340642,0.19239,0.320649,1000
ring,6,float,65536,stddev,1.57652e-05,4.15701,6.92835,1000
mpi-default,6,float,65536,min,2.5977e-05,2.52285,4.20475,1000
mpi-default,6,float,65536,mean,3.3943e-05,1.93076,3.21794,1000
mpi-default,6,float,65536,median,2.84015e-05,2.30748,3.84581,1000
mpi-default,6,float,65536,max,0.000383738,0.170783,0.284639,1000
mpi-default,6,float,65536,stddev,2.24603e-05,2.91785,4.86309,1000
ring,6,float,131072,min,2.6624e-05,4.92308,8.20513,1000
ring,6,float,131072,mean,3.45331e-05,3.79555,6.32591,1000
ring,6,float,131072,median,2.91435e-05,4.49747,7.49578,1000
ring,6,float,131072,max,0.000446277,0.293701,0.489502,1000
ring,6,float,131072,stddev,2.17579e-05,6.02411,10.0402,1000
mpi-default,6,float,131072,min,3.9391e-05,3.32746,5.54577,1000
mpi-default,6,float,131072,mean,4.77788e-05,2.74331,4.57218,1000
mpi-default,6,float,131072,median,4.14585e-05,3.16152,5.2692,1000
mpi-default,6,float,131072,max,0.000456481,0.287136,0.47856,1000
mpi-default,6,float,131072,stddev,2.05329e-05,6.38351,10.6392,1000
ring,6,float,262144,min,4.065e-05,6.44881,10.748,1000
ring,6,float,262144,mean,5.04057e-05,5.20068,8.6678,1000
ring,6,float,262144,median,4.3555e-05,6.01869,10.0311,1000
ring,6,float,262144,max,0.000551576,0.475264,0.792106,1000
ring,6,float,262144,stddev,2.48809e-05,10.536,17.5599,1000
mpi-default,6,float,262144,min,6.5978e-05,3.9732,6.62201,1000
mpi-default,6,float,262144,mean,8.32795e-05,3.14776,5.24627,1000
mpi-default,6,float,262144,median,7.6497e-05,3.42685,5.71142,1000
mpi-default,6,float,262144,max,0.000502704,0.521468,0.869113,1000
mpi-default,6,float,262144,stddev,2.80643e-05,9.34083,15.568,1000
ring,6,float,524288,min,6.6558e-05,7.87716,13.1286,1000
ring,6,float,524288,mean,8.62716e-05,6.07718,10.1286,1000
ring,6,float,524288,median,7.5114e-05,6.9799,11.6332,1000
ring,6,float,524288,max,0.000451137,1.16215,1.93691,1000
ring,6,float,524288,stddev,3.06601e-05,17.1,28.5,1000
mpi-default,6,float,524288,min,0.000123307,4.25189,7.08649,1000
mpi-default,6,float,524288,mean,0.000160856,3.25936,5.43226,1000
mpi-default,6,float,524288,median,0.00014878,3.52393,5.87321,1000
mpi-default,6,float,524288,max,0.000621278,0.843886,1.40648,1000
mpi-default,6,float,524288,stddev,4.1697e-05,12.5738,20.9563,1000
ring,6,float,1048576,min,0.000123721,8.47533,14.1255,1000
ring,6,float,1048576,mean,0.000155941,6.72417,11.2069,1000
ring,6,float,1048576,median,0.00013983,7.49893,12.4982,1000
ring,6,float,1048576,max,0.000629283,1.6663,2.77717,1000
ring,6,float,1048576,stddev,4.66949e-05,22.4559,37.4265,1000
mpi-default,6,float,1048576,min,0.000240654,4.35719,7.26199,948
mpi-default,6,float,1048576,mean,0.000316534,3.31268,5.52113,948
mpi-default,6,float,1048576,median,0.000299597,3.49995,5.83326,948
mpi-default,6,float,1048576,max,0.000774316,1.3542,2.25699,948
mpi-default,6,float,1048576,stddev,5.7183e-05,18.3372,30.562,948
ring,6,float,2097152,min,0.000238083,8.80849,14.6808,940
ring,6,float,2097152,mean,0.000319229,6.56943,10.949,940
ring,6,float,2097152,median,0.000283074,7.40849,12.3475,940
ring,6,float,2097152,max,0.000792613,2.64587,4.40979,940
ring,6,float,2097152,stddev,8.54123e-05,24.5533,40.9221,940
mpi-default,6,float,2097152,min,0.000519107,4.03992,6.7332,449
mpi-default,6,float,2097152,mean,0.000668864,3.13539,5.22565,449
mpi-default,6,float,2097152,median,0.000641994,3.26662,5.44437,449
mpi-default,6,float,2097152,max,0.00114164,1.83697,3.06162,449
mpi-default,6,float,2097152,stddev,0.0001082,19.3822,32.3037,449
ring,6,float,4194304,min,0.000575984,7.28198,12.1366,375
ring,6,float,4194304,mean,0.000801394,5.23376,8.72294,375
ring,6,float,4194304,median,0.000730953,5.73813,9.56355,375
ring,6,float,4194304,max,0.00182545,2.29769,3.82948,375
ring,6,float,4194304,stddev,0.000194584,21.5552,35.9253,375
mpi-default,6,float,4194304,min,0.0014588,2.87518,4.79197,149
mpi-default,6,float,4194304,mean,0.00201494,2.08161,3.46934,149
mpi-default,6,float,4194304,median,0.00197735,2.12117,3.53529,149
mpi-default,6,float,4194304,max,0.00357427,1.17347,1.95579,149
mpi-default,6,float,4194304,stddev,0.000333594,12.5731,20.9551,149
ring,6,float,8388608,min,0.00262414,3.1967,5.32784,98
ring,6,float,8388608,mean,0.00309392,2.71132,4.51887,98
ring,6,float,8388608,median,0.00300024,2.79598,4.65997,98
ring,6,float,8388608,max,0.0040131,2.0903,3.48384,98
ring,6,float,8388608,stddev,0.00034663,24.2005,40.3341,98
mpi-default,6,float,8388608,min,0.00552279,1.51891,2.53151,49
mpi-default,6,float,8388608,mean,0.00619043,1.35509,2.25849,49
mpi-default,6,float,8388608,median,0.00619598,1.35388,2.25647,49
mpi-default,6,float,8388608,max,0.00776945,1.07969,1.79949,49
mpi-default,6,float,8388608,stddev,0.000486545,17.2412,28.7353,49
ring,6,float,16777216,min,0.00701054,2.39314,3.98857,39
ring,6,float,16777216,mean,0.00782508,2.14403,3.57339,39
ring,6,float,16777216,median,0.00786571,2.13296,3.55493,39
ring,6,float,16777216,max,0.00878072,1.91069,3.18448,39
ring,6,float,16777216,stddev,0.000454083,36.9475,61.5791,39
mpi-default,6,float,16777216,min,0.0127131,1.31968,2.19946,22
mpi-default,6,float,16777216,mean,0.0138504,1.21131,2.01886,22
mpi-default,6,float,16777216,median,0.0136791,1.22648,2.04414,22
mpi-default,6,float,16777216,max,0.0158706,1.05713,1.76188,22
mpi-default,6,float,16777216,stddev,0.000860679,19.493,32.4884,22
ring,6,float,33554432,min,0.0182549,1.8381,3.06351,16
ring,6,float,33554432,mean,0.0189573,1.77,2.95,16
ring,6,float,33554432,median,0.0187953,1.78526,2.97543,16
ring,6,float,33554432,max,0.0206816,1.62243,2.70405,16
ring,6,float,33554432,stddev,0.000633423,52.9732,88.2887,16
mpi-default,6,float,33554432,min,0.0307634,1.09072,1.81787,10
mpi-default,6,float,33554432,mean,0.0326703,1.02706,1.71177,10
mpi-default,6,float,33554432,median,0.0325834,1.0298,1.71634,10
mpi-default,6,float,33554432,max,0.0350365,0.9577,1.59617,10
mpi-default,6,float,33554432,stddev,0.00138291,24.2636,40.4394,10
ring,6,float,67108864,min,0.0389189,1.72432,2.87387,8
ring,6,float,67108864,mean,0.0400511,1.67558,2.79263,8
ring,6,float,67108864,median,0.0401546,1.67126,2.78544,8
ring,6,float,67108864,max,0.0413628,1.62245,2.70408,8
ring,6,float,67108864,stddev,0.000819549,81.8851,136.475,8
mpi-default,6,float,67108864,min,0.0598469,1.12134,1.8689,5
mpi-default,6,float,67108864,mean,0.0652619,1.0283,1.71384,5
mpi-default,6,float,67108864,median,0.0665837,1.00789,1.67981,5
mpi-default,6,float,67108864,max,0.0694904,0.965729,1.60955,5
mpi-default,6,float,67108864,stddev,0.0039399,17.0331,28.3886,5
ring,6,float,134217728,min,0.0756424,1.77437,2.95729,4
ring,6,float,134217728,mean,0.0789464,1.70011,2.83352,4
ring,6,float,134217728,median,0.0771944,1.7387,2.89783,4
ring,6,float,134217728,max,0.0857543,1.56514,2.60857,4
ring,6,float,134217728,stddev,0.00459913,29.1833,48.6388,4
mpi-default,6,float,134217728,min,0.121349,1.10604,1.84341,3
mpi-default,6,float,134217728,mean,0.130255,1.03043,1.71738,3
mpi-default,6,float,134217728,median,0.133845,1.00278,1.67131,3
mpi-default,6,float,134217728,max,0.135569,0.990033,1.65005,3
mpi-default,6,float,134217728,stddev,0.00776012,17.2958,28.8264,3
mpi-ring,6,float,8,min,5.35e-07,0.0149533,0.0249221,1000
mpi-ring,6,float,8,mean,1.00594e-06,0.00795273,0.0132545,1000
mpi-ring,6,float,8,median,7.64e-07,0.0104712,0.017452,1000
